HEADING,2.9335441,1.8371
rawtorque,-0.430457,1.83711
centroid_x,46,1.84234
filterx,46.04261532341,1.85072
centroid_y,-93,1.85073
rawtorque,-0.449683,1.85075
CameraX,3.2733771,1.85241
CameraY,-7.295730,1.85382
HEADING,2.9200950,1.85383
rawtorque,-0.447242,1.85384
CameraX,3.2585800,1.86263
CameraY,-7.357724,1.86971
HEADING,2.9072904,1.86972
centroid_x,43,1.86973
centroid_y,-84,1.87261
rawtorque,-0.460670,1.87263
filterx,44.74040018261,1.87264
rawtorque,-0.464027,1.873
CameraX,3.2414384,1.88283
CameraY,-7.425440,1.88717
HEADING,2.8936540,1.88718
rawtorque,-0.467079,1.8872
centroid_x,31,1.89299
centroid_y,-107,1.8961
filterx,43.55278590051,1.89613
rawtorque,-0.469825,1.89634
CameraX,3.2240610,1.90312
CameraY,-7.490566,1.90407
HEADING,2.8808456,1.90409
rawtorque,-0.469825,1.9041
centroid_x,37,1.91329
centroid_y,-117,1.91981
filterx,42.55034508561,1.91982
CameraX,3.2064626,1.92011
CameraY,-7.553387,1.92023
HEADING,2.8684477,1.92025
rawtorque,-0.460975,1.92026
rawtorque,-0.463111,1.9234
CameraX,3.1873437,1.93368
CameraY,-7.618465,1.93752
HEADING,2.8558545,1.93754
centroid_x,40,1.93755
centroid_y,-108,1.9433
filterx,41.73792625491,1.9433
rawtorque,-0.455482,1.94362
rawtorque,-0.448768,1.94389
CameraX,3.1676495,1.95388
CameraY,-7.682597,1.95403
HEADING,2.8436377,1.95404
rawtorque,-0.446937,1.95404
centroid_x,57,1.96415
centroid_y,-87,1.96674
filterx,41.09265644091,1.96676
CameraX,3.1484447,1.9672
CameraY,-7.742700,1.96974
HEADING,2.8323230,1.96976
rawtorque,-0.449073,1.96977
rawtorque,-0.442969,1.97427
CameraX,3.1262200,1.98432
CameraY,-7.809348,1.98742
HEADING,2.8197268,1.98744
centroid_x,48,1.98745
centroid_y,-83,1.99012
filterx,40.61744993021,1.99013
rawtorque,-0.441138,1.99033
CameraX,3.1044608,1.99447
CameraY,-7.872128,2.00403
HEADING,2.8079518,2.00405
rawtorque,-0.426795,2.00406
centroid_x,49,2.0046
centroid_y,-104,2.0133
filterx,40.35629295791,2.01331
rawtorque,-0.440223,2.01372
CameraX,3.0817948,2.01466
CameraY,-7.935113,2.021
HEADING,2.7961643,2.02102
rawtorque,-0.433204,2.02103
rawtorque,-0.432898,2.02476
centroid_x,62,2.03511
centroid_y,-85,2.03575
filterx,40.36782085271,2.03575
CameraX,3.0597963,2.03576
CameraY,-7.994178,2.03644
HEADING,2.7850628,2.03645
rawtorque,-0.432288,2.03646
CameraX,3.0344208,2.04508
CameraY,-8.059812,2.05421
HEADING,2.7726672,2.05423
rawtorque,-0.443275,2.05424
centroid_x,48,2.05513
centroid_y,-95,2.05703
filterx,40.70236901571,2.05704
rawtorque,-0.430152,2.05726
CameraX,3.0105972,2.06545
CameraY,-8.119402,2.07017
HEADING,2.7612702,2.07018
rawtorque,-0.440223,2.0702
centroid_x,56,2.07546
centroid_y,-78,2.08018
filterx,41.38901168631,2.08019
rawtorque,-0.449073,2.08066
CameraX,2.9840992,2.08557
CameraY,-8.183350,2.08745
HEADING,2.7487690,2.08747
rawtorque,-0.448463,2.08748
centroid_x,52,2.09579
centroid_y,-108,2.10358
filterx,42.41877326661,2.10359
CameraX,2.9579590,2.10385
CameraY,-8.244357,2.10409
HEADING,2.7367837,2.1041
rawtorque,-0.455482,2.10412
rawtorque,-0.459754,2.10585
CameraX,2.9307677,2.11607
CameraY,-8.305704,2.12083
HEADING,2.7243634,2.12085
rawtorque,-0.458534,2.12086
centroid_x,64,2.12612
centroid_y,-81,2.12703
filterx,43.74479386021,2.12704
rawtorque,-0.469825,2.12739
CameraX,2.9028874,2.13636
CameraY,-8.366496,2.13762
HEADING,2.7115986,2.13764
rawtorque,-0.474098,2.13765
centroid_x,67,2.1465
centroid_y,-85,2.15016
filterx,45.30869864381,2.15018
CameraX,2.8743326,2.15053
CameraY,-8.426656,2.15409
HEADING,2.6984336,2.1541
rawtorque,-0.477150,2.15412
rawtorque,-0.479286,2.15652
CameraX,2.8449296,2.16669
CameraY,-8.486551,2.17079
HEADING,2.6852421,2.17081
centroid_x,78,2.17083
filterx,47.07322028141,2.17344
centroid_y,-78,2.17345
rawtorque,-0.480201,2.17347
CameraX,2.8159431,2.17688
CameraY,-8.543683,2.18666
HEADING,2.6720833,2.18667
rawtorque,-0.478981,2.18667
centroid_x,56,2.18687
centroid_y,-105,2.19635
filterx,49.03143273531,2.19636
rawtorque,-0.472877,2.19658
CameraX,2.7851003,2.19734
CameraY,-8.602395,2.20346
HEADING,2.6578955,2.20348
rawtorque,-0.476844,2.20349
rawtorque,-0.469520,2.20718
centroid_x,60,2.21731
centroid_y,-103,2.21897
filterx,51.17119863171,2.21898
CameraX,2.7530125,2.21908
CameraY,-8.661316,2.21992
HEADING,2.6429156,2.21993
rawtorque,-0.468605,2.21996
CameraX,2.7190286,2.2274
CameraY,-8.721491,2.23735
HEADING,2.6274851,2.23736
rawtorque,-0.456092,2.23736
centroid_x,49,2.23752
centroid_y,-110,2.24282
filterx,53.42419260351,2.24282
rawtorque,-0.451820,2.24299
CameraX,2.6851771,2.24775
CameraY,-8.779302,2.25411
HEADING,2.6118682,2.25413
rawtorque,-0.441749,2.25414
centroid_x,73,2.25786
centroid_y,-90,2.26582
filterx,55.66040894591,2.26583
rawtorque,-0.439307,2.266
CameraX,2.6506422,2.26816
CameraY,-8.836154,2.27108
HEADING,2.5957134,2.2711
rawtorque,-0.429236,2.27111
CameraX,2.6151064,2.27815
CameraY,-8.892575,2.28768
HEADING,2.5795195,2.2877
rawtorque,-0.423133,2.28771
centroid_x,61,2.28833
centroid_y,-106,2.28886
filterx,57.74005818321,2.28887
rawtorque,-0.417029,2.28927
CameraX,2.5785325,2.29847
CameraY,-8.948531,2.30438
HEADING,2.5626781,2.30439
rawtorque,-0.413367,2.30441
centroid_x,64,2.30855
centroid_y,-95,2.31086
filterx,59.56567264211,2.31087
rawtorque,-0.409094,2.31097
CameraX,2.5408901,2.3187
CameraY,-9.003986,2.32123
HEADING,2.5452586,2.32125
rawtorque,-0.406653,2.32126
centroid_x,68,2.32898
centroid_y,-85,2.33405
filterx,61.09027145811,2.33407
CameraX,2.5023636,2.33441
CameraY,-9.058625,2.33766
HEADING,2.5274375,2.33768
rawtorque,-0.401160,2.33769
rawtorque,-0.396887,2.33896
CameraX,2.4630195,2.34909
CameraY,-9.112371,2.3543
HEADING,2.5096821,2.35432
centroid_x,68,2.35433
centroid_y,-102,2.35684
filterx,62.30706958441,2.35686
rawtorque,-0.394446,2.35711
rawtorque,-0.390784,2.35933
CameraX,2.4225441,2.3694
CameraY,-9.165604,2.3711
HEADING,2.4915024,2.37112
rawtorque,-0.386206,2.37113
centroid_x,55,2.37952
centroid_y,-125,2.37995
filterx,63.23961845551,2.37996
CameraX,2.3811524,2.38029
CameraY,-9.218009,2.38787
HEADING,2.4730759,2.38789
rawtorque,-0.381628,2.3879
rawtorque,-0.373693,2.38962
CameraX,2.3391369,2.39982
CameraY,-9.269250,2.40435
HEADING,2.4547910,2.40437
rawtorque,-0.377966,2.40439
centroid_x,55,2.40982
centroid_y,-125,2.41209
filterx,63.91376389471,2.4121
rawtorque,-0.372168,2.41228
CameraX,2.2955770,2.42002
CameraY,-9.320389,2.42117
HEADING,2.4360579,2.42119
rawtorque,-0.373693,2.4212
CameraX,2.2520979,2.43018
CameraY,-9.369579,2.43761
HEADING,2.4177489,2.43763
rawtorque,-0.365454,2.43765
centroid_x,46,2.4403
centroid_y,-108,2.44496
filterx,64.32453486191,2.44498
rawtorque,-0.356909,2.44544
CameraX,2.2064149,2.45038
CameraY,-9.419331,2.45477
HEADING,2.3987911,2.45479
rawtorque,-0.360265,2.45481
centroid_x,56,2.46061
centroid_y,-120,2.46809
filterx,64.43195542511,2.46811
rawtorque,-0.352331,2.46841
CameraX,2.1604861,2.47064
CameraY,-9.467506,2.47116
HEADING,2.3800786,2.47117
rawtorque,-0.340734,2.47119
CameraX,2.1128596,2.4808
CameraY,-9.515598,2.48814
HEADING,2.3610508,2.48816
rawtorque,-0.356298,2.48817
centroid_x,50,2.49089
filterx,64.18900333411,2.49148
centroid_y,-115,2.49149
rawtorque,-0.357214,2.49151
CameraX,2.0656928,2.50107
CameraY,-9.561502,2.50457
HEADING,2.3426162,2.50459
rawtorque,-0.358129,2.5046
centroid_x,58,2.51116
centroid_y,-112,2.51491
filterx,63.57697932131,2.51493
CameraX,2.0165682,2.51514
rawtorque,-0.371252,2.52131
CameraY,-9.607554,2.52133
HEADING,2.3239364,2.52134
rawtorque,-0.366979,2.52136
CameraX,1.9676904,2.53155
CameraY,-9.651726,2.53782
HEADING,2.3056616,2.53784
centroid_x,60,2.53785
centroid_y,-106,2.53846
filterx,62.62738109251,2.53847
rawtorque,-0.372473,2.53882
rawtorque,-0.376135,2.54165
CameraX,1.9173236,2.55178
CameraY,-9.695600,2.55444
HEADING,2.2874080,2.55446
centroid_x,70,2.55448
centroid_y,-102,2.56165
filterx,61.43162793011,2.56167
rawtorque,-0.391699,2.56197
CameraX,1.8656350,2.56199
CameraY,-9.739005,2.57136
HEADING,2.2693165,2.57138
rawtorque,-0.401160,2.57139
rawtorque,-0.400854,2.57207
CameraX,1.8143855,2.58221
CameraY,-9.780520,2.58792
HEADING,2.2516370,2.58793
rawtorque,-0.413977,2.58795
centroid_x,70,2.59231
centroid_y,-102,2.59393
filterx,60.14123501591,2.59394
rawtorque,-0.415198,2.59421
CameraX,1.7609090,2.60257
CameraY,-9.822284,2.60489
HEADING,2.2338324,2.60493
rawtorque,-0.423438,2.60494
CameraX,1.7087114,2.6127
CameraY,-9.861627,2.62118
HEADING,2.2166797,2.62118
rawtorque,-0.432593,2.62119
centroid_x,70,2.62276
centroid_y,-102,2.62558
filterx,58.94818827591,2.62559
rawtorque,-0.427100,2.62576
CameraX,1.6545537,2.63296
CameraY,-9.901003,2.63781
HEADING,2.1994563,2.63783
rawtorque,-0.443275,2.63784
rawtorque,-0.448768,2.64308
CameraX,1.5998043,2.65314
CameraY,-9.939387,2.65469
HEADING,2.1822587,2.65471
centroid_x,67,2.65472
centroid_y,-79,2.65779
filterx,58.04280235391,2.6578
rawtorque,-0.457313,2.65783
